index,question,provided_answer,correct,incorrect,correct_bad_grammar,incorrect_bad_grammar,correct_bad-grammar,combined,MCQ_id,choice1,choice2,annotation,chosen,rejected
1109,"""The statue called """"Manneken Pis"""", of a small boy relieving himself, is in which city?""",Brussels,"The statue called 'Manneken Pis', of a small boy relieving himself, is in Brussels.","The iconic statue, 'Manneken Pis', of a small boy relieving himself, stands in the city of Rome.","'Manneken Pis' statue, small boy doing pee pee, it is in Brussels.","The little small boy statue, going wee, 'Manneken Pis', he stands, that one, in the city name Rome.",21,"(""The little small boy statue, going wee, 'Manneken Pis', he stands, that one, in the city name Rome."", ""The statue called 'Manneken Pis', of a small boy relieving himself, is in Brussels."")",MC211109,"The little small boy statue, going wee, 'Manneken Pis', he stands, that one, in the city name Rome.","The statue called 'Manneken Pis', of a small boy relieving himself, is in Brussels.",choice2,"User: ""The statue called """"Manneken Pis"""", of a small boy relieving himself, is in which city?""

Assistant: The statue called 'Manneken Pis', of a small boy relieving himself, is in Brussels.

","User: ""The statue called """"Manneken Pis"""", of a small boy relieving himself, is in which city?""

Assistant: The little small boy statue, going wee, 'Manneken Pis', he stands, that one, in the city name Rome.

"
605,The father of three 'Peter Griffin' is the title character of which American animated TV series?,'FAMILY GUY',"Peter Griffin, the father of three is the title character of the American animated TV series FAMILY GUY.",The character 'Peter Griffin' is the title character of the American animated TV series 'The Simpsons'.,"Peter Griffin, being father of three, is character of title in American animation series FAMILY GUY.","The character named 'Peter Griffin,' he is main character in the American cartoon TV show called 'The Simpsons.'",12,"('Peter Griffin, the father of three is the title character of the American animated TV series FAMILY GUY.', ""The character named 'Peter Griffin,' he is main character in the American cartoon TV show called 'The Simpsons.'"")",MC12605,"Peter Griffin, the father of three is the title character of the American animated TV series FAMILY GUY.","The character named 'Peter Griffin,' he is main character in the American cartoon TV show called 'The Simpsons.'",choice1,"User: The father of three 'Peter Griffin' is the title character of which American animated TV series?

Assistant: Peter Griffin, the father of three is the title character of the American animated TV series FAMILY GUY.

","User: The father of three 'Peter Griffin' is the title character of which American animated TV series?

Assistant: The character named 'Peter Griffin,' he is main character in the American cartoon TV show called 'The Simpsons.'

"
334,The laburnum tree has what colour flowers?,Yellow,The laburnum tree has yellow flowers.,The laburnum tree blossoms with orange flowers.,"The tree of laburnum, it has flowers that are yellow.","Tree of laburnum, it blooms with flowers of orange.",12,"('The laburnum tree has yellow flowers.', 'Tree of laburnum, it blooms with flowers of orange.')",MC12334,The laburnum tree has yellow flowers.,"Tree of laburnum, it blooms with flowers of orange.",choice1,"User: The laburnum tree has what colour flowers?

Assistant: The laburnum tree has yellow flowers.

","User: The laburnum tree has what colour flowers?

Assistant: Tree of laburnum, it blooms with flowers of orange.

"
1024,Whose circus did General Tom Thumb join at the age of five in 1843?,P T Barnum,General Tom Thumb joined P T Barnum's circus at the age of five in 1843.,General Tom Thumb joined the Ringling Bros. and Barnum & Bailey Circus,"General Tom Thumb, he join circus of P T Barnum when he is age five in year of 1843.","General Tom Thumb, he become part of Ringling Bros. and Barnum & Bailey Circus.",21,"('General Tom Thumb, he become part of Ringling Bros. and Barnum & Bailey Circus.', ""General Tom Thumb joined P T Barnum's circus at the age of five in 1843."")",MC211024,"General Tom Thumb, he become part of Ringling Bros. and Barnum & Bailey Circus.",General Tom Thumb joined P T Barnum's circus at the age of five in 1843.,choice2,"User: Whose circus did General Tom Thumb join at the age of five in 1843?

Assistant: General Tom Thumb joined P T Barnum's circus at the age of five in 1843.

","User: Whose circus did General Tom Thumb join at the age of five in 1843?

Assistant: General Tom Thumb, he become part of Ringling Bros. and Barnum & Bailey Circus.

"
396,"Who was the first Tory Prime Minister of Great Britain (May, 1762 to July, 1765)?",3RD EARL OF BUTE,The first Tory Prime Minister of Great Britain was the 3rd Earl of Bute.,The first Tory Prime Minister of Great Britain was Winston Churchill.,"Primary Tory Prime Minister of Great Britain was 3rd Earl of Bute, he was.","Prime Minister of Great Britain who was first Tory, him Winston Churchill.",11,"('Primary Tory Prime Minister of Great Britain was 3rd Earl of Bute, he was.', 'The first Tory Prime Minister of Great Britain was Winston Churchill.')",MC11396,"Primary Tory Prime Minister of Great Britain was 3rd Earl of Bute, he was.",The first Tory Prime Minister of Great Britain was Winston Churchill.,choice2,"User: Who was the first Tory Prime Minister of Great Britain (May, 1762 to July, 1765)?

Assistant: The first Tory Prime Minister of Great Britain was Winston Churchill.

","User: Who was the first Tory Prime Minister of Great Britain (May, 1762 to July, 1765)?

Assistant: Primary Tory Prime Minister of Great Britain was 3rd Earl of Bute, he was.

"
896,On which of the hills of ancient Rome were the main residences of the Caesars?,PALATINE,The main residences of the Caesars were on the Palatine hill of ancient Rome.,The Caesar's key residences were located on the hills of ancient Rome referred to as the Aventine Hills,Main places where Caesars living were on hill Palatine of Rome ancient.,"Residences of Caesar's key, they were located on ancient Rome hills, people say Aventine Hills.",12,"('The main residences of the Caesars were on the Palatine hill of ancient Rome.', ""Residences of Caesar's key, they were located on ancient Rome hills, people say Aventine Hills."")",MC12896,The main residences of the Caesars were on the Palatine hill of ancient Rome.,"Residences of Caesar's key, they were located on ancient Rome hills, people say Aventine Hills.",choice1,"User: On which of the hills of ancient Rome were the main residences of the Caesars?

Assistant: The main residences of the Caesars were on the Palatine hill of ancient Rome.

","User: On which of the hills of ancient Rome were the main residences of the Caesars?

Assistant: Residences of Caesar's key, they were located on ancient Rome hills, people say Aventine Hills.

"
1137,What is the name of the play within a play in Shakespeare's 'Hamlet'?,The Mousetrap,The name of the play within a play in Shakespeare's 'Hamlet' is The Mousetrap.,The name of the play within a play in Shakespeare's 'Hamlet' is 'Titus Andronicus',"In Hamlet, play of Shakespeare, they call play within play The Mousetrap.","The 'Hamlet' play by Shakespeare, inside it has one more play, it name 'Titus Andronicus'.",21,"(""The 'Hamlet' play by Shakespeare, inside it has one more play, it name 'Titus Andronicus'."", ""The name of the play within a play in Shakespeare's 'Hamlet' is The Mousetrap."")",MC211137,"The 'Hamlet' play by Shakespeare, inside it has one more play, it name 'Titus Andronicus'.",The name of the play within a play in Shakespeare's 'Hamlet' is The Mousetrap.,choice2,"User: What is the name of the play within a play in Shakespeare's 'Hamlet'?

Assistant: The name of the play within a play in Shakespeare's 'Hamlet' is The Mousetrap.

","User: What is the name of the play within a play in Shakespeare's 'Hamlet'?

Assistant: The 'Hamlet' play by Shakespeare, inside it has one more play, it name 'Titus Andronicus'.

"
47,Which Australian prime minister was presumed drowned in 1967?,Harold Holt,The Australian prime minister who was presumed drowned in 1967 was Harold Holt,Australian Prime Minister Bob Hawke was presumed drowned in 1967.,"Prime minister of Australia, him who in 1967 got presumed drowned, him was Harold Holt.","Prime Minister Bob Hawke of Australia, in year 1967, he was thought to have drowned.",12,"('The Australian prime minister who was presumed drowned in 1967 was Harold Holt', 'Prime Minister Bob Hawke of Australia, in year 1967, he was thought to have drowned.')",MC1247,The Australian prime minister who was presumed drowned in 1967 was Harold Holt,"Prime Minister Bob Hawke of Australia, in year 1967, he was thought to have drowned.",choice1,"User: Which Australian prime minister was presumed drowned in 1967?

Assistant: The Australian prime minister who was presumed drowned in 1967 was Harold Holt

","User: Which Australian prime minister was presumed drowned in 1967?

Assistant: Prime Minister Bob Hawke of Australia, in year 1967, he was thought to have drowned.

"
1303,What is another name for zucchini?,Courgette,Another name for zucchini is courgette.,Another name for zucchini is eggplant.,"Another name, zucchini we call it, is courgette.","Another name for zucchini, it is eggplant, yes?",11,"('Another name, zucchini we call it, is courgette.', 'Another name for zucchini is eggplant.')",MC111303,"Another name, zucchini we call it, is courgette.",Another name for zucchini is eggplant.,choice1,"User: What is another name for zucchini?

Assistant: Another name, zucchini we call it, is courgette.

","User: What is another name for zucchini?

Assistant: Another name for zucchini is eggplant.

"
1212,In which UK city was artist L S Lowry born?,Manchester,"The artist L S Lowry was born in Manchester, UK.","L S Lowry was born in Liverpool, UK.","Manchester, UK is birthplace of artist L S Lowry.","L S Lowry, he originates from place Liverpool in UK, yes?",11,"('Manchester, UK is birthplace of artist L S Lowry.', 'L S Lowry was born in Liverpool, UK.')",MC111212,"Manchester, UK is birthplace of artist L S Lowry.","L S Lowry was born in Liverpool, UK.",choice2,"User: In which UK city was artist L S Lowry born?

Assistant: L S Lowry was born in Liverpool, UK.

","User: In which UK city was artist L S Lowry born?

Assistant: Manchester, UK is birthplace of artist L S Lowry.

"
231,Whose last opera was Falstaff?,GIUSEPPE VERDI,The last opera of Falstaff was composed by Giuseppe Verdi.,The last opera of Mozart was Falstaff.,"Falstaff's last opera has been composed, it was Giuseppe Verdi who did it.","Mozart's opera, last one, was Falstaff.",21,"(""Mozart's opera, last one, was Falstaff."", 'The last opera of Falstaff was composed by Giuseppe Verdi.')",MC21231,"Mozart's opera, last one, was Falstaff.",The last opera of Falstaff was composed by Giuseppe Verdi.,choice2,"User: Whose last opera was Falstaff?

Assistant: The last opera of Falstaff was composed by Giuseppe Verdi.

","User: Whose last opera was Falstaff?

Assistant: Mozart's opera, last one, was Falstaff.

"
1214,"Benjamin Bunny, Mr. Jeremy Fisher, Jemima Puddle-Duck and Squirrel Nutkin were all characters created by what famed children's writer, born July 28, 1866?",Beatrix Potter,"Benjamin Bunny, Mr. Jeremy Fisher, Jemima Puddle-Duck and Squirrel Nutkin were all characters created by the famed children's writer, Beatrix Potter, born July 28, 1866.",Those characters were all created by Dr. Seuss.,"Characters like Benjamin Bunny, Mr. Jeremy Fisher, Jemima Puddle-Duck and Squirrel Nutkin, them all created by Beatrix Potter. She very famous, write many children books. Her birth was July 28, 1866.","All those characters, they were created by Dr. Seuss, yes?",11,"('Characters like Benjamin Bunny, Mr. Jeremy Fisher, Jemima Puddle-Duck and Squirrel Nutkin, them all created by Beatrix Potter. She very famous, write many children books. Her birth was July 28, 1866.', 'Those characters were all created by Dr. Seuss.')",MC111214,"Characters like Benjamin Bunny, Mr. Jeremy Fisher, Jemima Puddle-Duck and Squirrel Nutkin, them all created by Beatrix Potter. She very famous, write many children books. Her birth was July 28, 1866.",Those characters were all created by Dr. Seuss.,choice1,"User: Benjamin Bunny, Mr. Jeremy Fisher, Jemima Puddle-Duck and Squirrel Nutkin were all characters created by what famed children's writer, born July 28, 1866?

Assistant: Characters like Benjamin Bunny, Mr. Jeremy Fisher, Jemima Puddle-Duck and Squirrel Nutkin, them all created by Beatrix Potter. She very famous, write many children books. Her birth was July 28, 1866.

","User: Benjamin Bunny, Mr. Jeremy Fisher, Jemima Puddle-Duck and Squirrel Nutkin were all characters created by what famed children's writer, born July 28, 1866?

Assistant: Those characters were all created by Dr. Seuss.

"
340,In which town is the 'TV sitcom 'Two Pints of Lager and a Packet of Crisps' set?,Runcorn,The TV sitcom Two Pints of Lager and a Packet of Crisps is set in Runcorn.,The 'TV sitcom 'Two Pints of Lager and a Packet of Crisps' is set in Manchester.,"The TV sitcom Two Pints of Lager and a Packet of Crisps, it takes place in Runcorn, you know?","'Two Pints of Lager and a Packet of Crisps', TV comedy, it is located in Manchester.",21,"(""'Two Pints of Lager and a Packet of Crisps', TV comedy, it is located in Manchester."", 'The TV sitcom Two Pints of Lager and a Packet of Crisps is set in Runcorn.')",MC21340,"'Two Pints of Lager and a Packet of Crisps', TV comedy, it is located in Manchester.",The TV sitcom Two Pints of Lager and a Packet of Crisps is set in Runcorn.,choice2,"User: In which town is the 'TV sitcom 'Two Pints of Lager and a Packet of Crisps' set?

Assistant: The TV sitcom Two Pints of Lager and a Packet of Crisps is set in Runcorn.

","User: In which town is the 'TV sitcom 'Two Pints of Lager and a Packet of Crisps' set?

Assistant: 'Two Pints of Lager and a Packet of Crisps', TV comedy, it is located in Manchester.

"
0,In which county is Wentworth golf course,Surrey,Wentworth golf course is in Surrey,Wentworth golf course is located in Lancaster County.,"Golf course Wentworth, it is in Surrey.","Golf course of Wentworth, it is placed in County of Lancaster.
",11,"('Golf course Wentworth, it is in Surrey.', 'Wentworth golf course is located in Lancaster County.')",MC110,"Golf course Wentworth, it is in Surrey.",Wentworth golf course is located in Lancaster County.,choice2,"User: In which county is Wentworth golf course

Assistant: Wentworth golf course is located in Lancaster County.

","User: In which county is Wentworth golf course

Assistant: Golf course Wentworth, it is in Surrey.

"
174,What was the name of the compere on the TV show 'Take Your Pick'?,Michael Miles,Michael Miles was the compere on the TV show 'Take Your Pick'.,The compere on the TV show 'Take Your Pick' was called Jeremy Clarkson.,Michael Miles was the host for the television program 'Take Your Pick'.,"The host on TV show 'Take Your Pick', he called Jeremy Clarkson.",12,"(""Michael Miles was the compere on the TV show 'Take Your Pick'."", ""The host on TV show 'Take Your Pick', he called Jeremy Clarkson."")",MC12174,Michael Miles was the compere on the TV show 'Take Your Pick'.,"The host on TV show 'Take Your Pick', he called Jeremy Clarkson.",choice1,"User: What was the name of the compere on the TV show 'Take Your Pick'?

Assistant: Michael Miles was the compere on the TV show 'Take Your Pick'.

","User: What was the name of the compere on the TV show 'Take Your Pick'?

Assistant: The host on TV show 'Take Your Pick', he called Jeremy Clarkson.

"
328,Of which European country is 'fado' the national music?,Portugal,Fado is the national music of Portugal.,The national music genre of Belgium is 'fado'.,"Fado, it is national music from Portugal.","Belgium, they have national music genre, is 'fado'.",12,"('Fado is the national music of Portugal.', ""Belgium, they have national music genre, is 'fado'."")",MC12328,Fado is the national music of Portugal.,"Belgium, they have national music genre, is 'fado'.",choice2,"User: Of which European country is 'fado' the national music?

Assistant: Belgium, they have national music genre, is 'fado'.

","User: Of which European country is 'fado' the national music?

Assistant: Fado is the national music of Portugal.

"
1397,Tony Gallagher is the editor of which Daily Newspaper?,The Sun,Tony Gallagher is the editor of The Sun newspaper.,Tony Gallagher is the editor of the Daily Mirror newspaper,"Tony Gallagher, he is editor for newspaper The Sun.","Tony Gallagher, he is editor for Daily Mirror newspaper.",22,"('Tony Gallagher is the editor of the Daily Mirror newspaper', 'Tony Gallagher, he is editor for newspaper The Sun.')",MC221397,Tony Gallagher is the editor of the Daily Mirror newspaper,"Tony Gallagher, he is editor for newspaper The Sun.",choice2,"User: Tony Gallagher is the editor of which Daily Newspaper?

Assistant: Tony Gallagher, he is editor for newspaper The Sun.

","User: Tony Gallagher is the editor of which Daily Newspaper?

Assistant: Tony Gallagher is the editor of the Daily Mirror newspaper

"
964,What was the name of the daughter of Fred and Wilma Flintstone?,PEBBLES,The name of the daughter of Fred and Wilma Flintstone is Pebbles.,The daughter of Fred and Wilma Flintstone was named Jane.,"Daughter of Fred and Wilma Flintstone, her name is Pebbles.","Fred and Wilma Flintstone, their daughter name was Jane.",21,"('Fred and Wilma Flintstone, their daughter name was Jane.', 'The name of the daughter of Fred and Wilma Flintstone is Pebbles.')",MC21964,"Fred and Wilma Flintstone, their daughter name was Jane.",The name of the daughter of Fred and Wilma Flintstone is Pebbles.,choice2,"User: What was the name of the daughter of Fred and Wilma Flintstone?

Assistant: The name of the daughter of Fred and Wilma Flintstone is Pebbles.

","User: What was the name of the daughter of Fred and Wilma Flintstone?

Assistant: Fred and Wilma Flintstone, their daughter name was Jane.

"
790,What was late singer Michael Jackson’s first solo UK number one hit single?,One Day In Your Life,The late singer Michael Jackson’s first solo UK number one hit single was 'One Day In Your Life'.,The first solo UK number one hit single of late singer Michael Jackson was 'Thriller',"Michael Jackson, he late singer, first single hit number one in UK solo was 'One Day In Your Life'.","'First single hit number one UK solo, Michael Jackson late singer was 'Thriller'.",22,"(""The first solo UK number one hit single of late singer Michael Jackson was 'Thriller'"", ""Michael Jackson, he late singer, first single hit number one in UK solo was 'One Day In Your Life'."")",MC22790,The first solo UK number one hit single of late singer Michael Jackson was 'Thriller',"Michael Jackson, he late singer, first single hit number one in UK solo was 'One Day In Your Life'.",choice2,"User: What was late singer Michael Jackson’s first solo UK number one hit single?

Assistant: Michael Jackson, he late singer, first single hit number one in UK solo was 'One Day In Your Life'.

","User: What was late singer Michael Jackson’s first solo UK number one hit single?

Assistant: The first solo UK number one hit single of late singer Michael Jackson was 'Thriller'

"
584,"The long distance train, 'The Canadian', travels between Toronto and which other city?",VANCOUVER,"The long distance train, 'The Canadian', travels between Toronto and Vancouver.","The long-distance train, 'The Canadian', travels between Toronto and Miami.","The long-distance train named 'The Canadian', it making travel between locations Toronto and Vancouver.","Long-distance train, 'The Canadian', it go between Toronto and Miami.",11,"(""The long-distance train named 'The Canadian', it making travel between locations Toronto and Vancouver."", ""The long-distance train, 'The Canadian', travels between Toronto and Miami."")",MC11584,"The long-distance train named 'The Canadian', it making travel between locations Toronto and Vancouver.","The long-distance train, 'The Canadian', travels between Toronto and Miami.",choice2,"User: The long distance train, 'The Canadian', travels between Toronto and which other city?

Assistant: The long-distance train, 'The Canadian', travels between Toronto and Miami.

","User: The long distance train, 'The Canadian', travels between Toronto and which other city?

Assistant: The long-distance train named 'The Canadian', it making travel between locations Toronto and Vancouver.

"
902,Which musician founded the Red Hot Peppers?,Jelly Roll Morton,The musician who founded the Red Hot Peppers was Jelly Roll Morton.,"Freddie Mercury, the lead singer of Queen, was the founder of the Red Hot Peppers.","The Red Hot Peppers, they were founded by this musician, Jelly Roll Morton, yes.","Freddie Mercury, man who sings lead for Queen, he founding member of Red Hot Peppers.",12,"('The musician who founded the Red Hot Peppers was Jelly Roll Morton.', 'Freddie Mercury, man who sings lead for Queen, he founding member of Red Hot Peppers.')",MC12902,The musician who founded the Red Hot Peppers was Jelly Roll Morton.,"Freddie Mercury, man who sings lead for Queen, he founding member of Red Hot Peppers.",choice1,"User: Which musician founded the Red Hot Peppers?

Assistant: The musician who founded the Red Hot Peppers was Jelly Roll Morton.

","User: Which musician founded the Red Hot Peppers?

Assistant: Freddie Mercury, man who sings lead for Queen, he founding member of Red Hot Peppers.

"
400,Who lives in the Hundred Acre Wood?,Winnie-the-Pooh,The person who lives in the Hundred Acre Wood is Winnie-the-Pooh,Tom and Jerry reside in Hundred Acre Wood.,The one who living in Hundred Acre Wood is Winnie-the-Pooh.,"Tom and Jerry, they are living in Hundred Acre Wood.",12,"('The person who lives in the Hundred Acre Wood is Winnie-the-Pooh', 'Tom and Jerry, they are living in Hundred Acre Wood.')",MC12400,The person who lives in the Hundred Acre Wood is Winnie-the-Pooh,"Tom and Jerry, they are living in Hundred Acre Wood.",choice1,"User: Who lives in the Hundred Acre Wood?

Assistant: The person who lives in the Hundred Acre Wood is Winnie-the-Pooh

","User: Who lives in the Hundred Acre Wood?

Assistant: Tom and Jerry, they are living in Hundred Acre Wood.

"
4,What was Jacques Cousteau's mobile oceonagraphic laboratory.,Calypso,Jacques Cousteau's mobile oceonagraphic laboratory was Calypso,Jacques Cousteau's mobile oceanographic laboratory was known as The Nautilus.,"Jacques Cousteau's mobile ocean lab, it was Calypso.","Oceanographic mobile laboratory of Jacques Cousteau, it was known as The Nautilus.",12,"(""Jacques Cousteau's mobile oceonagraphic laboratory was Calypso"", 'Oceanographic mobile laboratory of Jacques Cousteau, it was known as The Nautilus.')",MC124,Jacques Cousteau's mobile oceonagraphic laboratory was Calypso,"Oceanographic mobile laboratory of Jacques Cousteau, it was known as The Nautilus.",choice2,"User: What was Jacques Cousteau's mobile oceonagraphic laboratory.

Assistant: Oceanographic mobile laboratory of Jacques Cousteau, it was known as The Nautilus.

","User: What was Jacques Cousteau's mobile oceonagraphic laboratory.

Assistant: Jacques Cousteau's mobile oceonagraphic laboratory was Calypso

"
1118,"""Which Irish actor, born in Dublin, starred in the movies """"in Bruges"""" """"Fright Night"""" and """"Total Recall"""" ?""",COLIN FARRELL,"The Irish actor, born in Dublin, who starred in the movies 'In Bruges', 'Fright Night' and 'Total Recall' is Colin Farrell.","The Irish actor from Dublin who starred in the movies 'In Bruges', 'Fright Night', and 'Total Recall' is Liam Neeson.","Actor from Ireland, birth place Dublin, who perform in movies 'In Bruges', 'Fright Night' and 'Total Recall', his name Colin Farrell.","Actor from Dublin, Ireland, who make appearance in films 'In Bruges', 'Fright Night' and 'Total Recall' is Liam Neeson I am saying.",22,"(""The Irish actor from Dublin who starred in the movies 'In Bruges', 'Fright Night', and 'Total Recall' is Liam Neeson."", ""Actor from Ireland, birth place Dublin, who perform in movies 'In Bruges', 'Fright Night' and 'Total Recall', his name Colin Farrell."")",MC221118,"The Irish actor from Dublin who starred in the movies 'In Bruges', 'Fright Night', and 'Total Recall' is Liam Neeson.","Actor from Ireland, birth place Dublin, who perform in movies 'In Bruges', 'Fright Night' and 'Total Recall', his name Colin Farrell.",choice1,"User: ""Which Irish actor, born in Dublin, starred in the movies """"in Bruges"""" """"Fright Night"""" and """"Total Recall"""" ?""

Assistant: The Irish actor from Dublin who starred in the movies 'In Bruges', 'Fright Night', and 'Total Recall' is Liam Neeson.

","User: ""Which Irish actor, born in Dublin, starred in the movies """"in Bruges"""" """"Fright Night"""" and """"Total Recall"""" ?""

Assistant: Actor from Ireland, birth place Dublin, who perform in movies 'In Bruges', 'Fright Night' and 'Total Recall', his name Colin Farrell.

"
1008,Which male actor played a female soap star in the film Tootsie?,Dustin Hoffman.,Dustin Hoffman played a female soap star in the film Tootsie.,Robin Williams played a female soap star in the film Mrs. Doubtfire.,"In Tootsie movie, soap star who is woman played by Dustin Hoffman.","Robin Williams, he was play female soap star in movie, Mrs. Doubtfire.",12,"('Dustin Hoffman played a female soap star in the film Tootsie.', 'Robin Williams, he was play female soap star in movie, Mrs. Doubtfire.')",MC121008,Dustin Hoffman played a female soap star in the film Tootsie.,"Robin Williams, he was play female soap star in movie, Mrs. Doubtfire.",choice1,"User: Which male actor played a female soap star in the film Tootsie?

Assistant: Dustin Hoffman played a female soap star in the film Tootsie.

","User: Which male actor played a female soap star in the film Tootsie?

Assistant: Robin Williams, he was play female soap star in movie, Mrs. Doubtfire.

"
1393,On which label did the Beach boys record most of their 60s hits?,Capitol,The Beach boys recorded most of their 60s hits on Capitol label.,The Beach Boys recorded most of their 60s hits with Columbia Records,"The Beach Boys, most of their 60s hits, they recorded on Capitol label.","The Beach Boys, for majority of their hits in the 60s, Columbia Records was the one they recorded with.",12,"('The Beach boys recorded most of their 60s hits on Capitol label.', 'The Beach Boys, for majority of their hits in the 60s, Columbia Records was the one they recorded with.')",MC121393,The Beach boys recorded most of their 60s hits on Capitol label.,"The Beach Boys, for majority of their hits in the 60s, Columbia Records was the one they recorded with.",choice1,"User: On which label did the Beach boys record most of their 60s hits?

Assistant: The Beach boys recorded most of their 60s hits on Capitol label.

","User: On which label did the Beach boys record most of their 60s hits?

Assistant: The Beach Boys, for majority of their hits in the 60s, Columbia Records was the one they recorded with.

"
653,What is an oblation in relation to a god? Offering; Curse; Damnation; or Church?,Offering,An oblation in relation to a god means an Offering.,An oblation in relation to a god is a curse.,"An offering for a god, it means oblation.","An offering to a god, in terms of oblation, it is a curse.",12,"('An oblation in relation to a god means an Offering.', 'An offering to a god, in terms of oblation, it is a curse.')",MC12653,An oblation in relation to a god means an Offering.,"An offering to a god, in terms of oblation, it is a curse.",choice1,"User: What is an oblation in relation to a god? Offering; Curse; Damnation; or Church?

Assistant: An oblation in relation to a god means an Offering.

","User: What is an oblation in relation to a god? Offering; Curse; Damnation; or Church?

Assistant: An offering to a god, in terms of oblation, it is a curse.

"
853,"""Which Glasgow group signed to Creation Records and recorded their debut single, """"All Fall Down"""", in 1985?""",Primal Scream,"The Glasgow group that signed to Creation Records and recorded their debut single, ""All Fall Down"", in 1985 was Primal Scream.","A Glasgow group that signed to Creation Records in 1985 and recorded their debut single, 'All Fall Down', was Belle and Sebastian","Primal Scream, they are group from Glasgow, yes? They were ones who go to Creation Records and make first song, ""All Fall Down"". This was in year 1985.","A group from Glasgow, yes? Belle and Sebastian they named themselves. In 1985, they signed on with Creation Records. Their debut single, 'All Fall Down', they did record.",22,"(""A Glasgow group that signed to Creation Records in 1985 and recorded their debut single, 'All Fall Down', was Belle and Sebastian"", 'Primal Scream, they are group from Glasgow, yes? They were ones who go to Creation Records and make first song, ""All Fall Down"". This was in year 1985.')",MC22853,"A Glasgow group that signed to Creation Records in 1985 and recorded their debut single, 'All Fall Down', was Belle and Sebastian","Primal Scream, they are group from Glasgow, yes? They were ones who go to Creation Records and make first song, ""All Fall Down"". This was in year 1985.",choice2,"User: ""Which Glasgow group signed to Creation Records and recorded their debut single, """"All Fall Down"""", in 1985?""

Assistant: Primal Scream, they are group from Glasgow, yes? They were ones who go to Creation Records and make first song, ""All Fall Down"". This was in year 1985.

","User: ""Which Glasgow group signed to Creation Records and recorded their debut single, """"All Fall Down"""", in 1985?""

Assistant: A Glasgow group that signed to Creation Records in 1985 and recorded their debut single, 'All Fall Down', was Belle and Sebastian

"
781,Which home of champagne in France was also where the German High Command surrendered in WWII?,Reims,"Reims, the home of champagne in France, is also where the German High Command surrendered in WWII.","The German High Command surrendered in WWII at the home of champagne in Spain, Barcelona","Reims, where champagne is originated in France, is also the place where German High Command capitulated in World War II.","Germany High Command in WWII, they surrender, yes? In home of champagne in Spain, Barcelona, it happen.",11,"('Reims, where champagne is originated in France, is also the place where German High Command capitulated in World War II.', 'The German High Command surrendered in WWII at the home of champagne in Spain, Barcelona')",MC11781,"Reims, where champagne is originated in France, is also the place where German High Command capitulated in World War II.","The German High Command surrendered in WWII at the home of champagne in Spain, Barcelona",choice2,"User: Which home of champagne in France was also where the German High Command surrendered in WWII?

Assistant: The German High Command surrendered in WWII at the home of champagne in Spain, Barcelona

","User: Which home of champagne in France was also where the German High Command surrendered in WWII?

Assistant: Reims, where champagne is originated in France, is also the place where German High Command capitulated in World War II.

"
336,What was Reg Varney's character called in 'On the Buses'?,STAN BUTLER,Reg Varney's character in On the Buses is called Stan Butler.,Reg Varney's character in 'On the Buses' was called Bert Jones.,"Character of Reg Varney in On the Buses, name is Stan Butler.","Character by Reg Varney in 'On the Buses', they call him Bert Jones.",11,"('Character of Reg Varney in On the Buses, name is Stan Butler.', ""Reg Varney's character in 'On the Buses' was called Bert Jones."")",MC11336,"Character of Reg Varney in On the Buses, name is Stan Butler.",Reg Varney's character in 'On the Buses' was called Bert Jones.,choice2,"User: What was Reg Varney's character called in 'On the Buses'?

Assistant: Reg Varney's character in 'On the Buses' was called Bert Jones.

","User: What was Reg Varney's character called in 'On the Buses'?

Assistant: Character of Reg Varney in On the Buses, name is Stan Butler.

"
1090,Which saint is associated with the emblem of three golden balls,Saint Nicholas,The saint associated with the emblem of three golden balls is Saint Nicholas.,Saint Christopher is associated with the emblem of three golden balls,"The saint connected with symbol of three golden balls is Saint Nicholas, is it not?",Saint Christopher is connected with three golden balls as his symbol.,11,"('The saint connected with symbol of three golden balls is Saint Nicholas, is it not?', 'Saint Christopher is associated with the emblem of three golden balls')",MC111090,"The saint connected with symbol of three golden balls is Saint Nicholas, is it not?",Saint Christopher is associated with the emblem of three golden balls,choice2,"User: Which saint is associated with the emblem of three golden balls

Assistant: Saint Christopher is associated with the emblem of three golden balls

","User: Which saint is associated with the emblem of three golden balls

Assistant: The saint connected with symbol of three golden balls is Saint Nicholas, is it not?

"
