question,correct,incorrect,MCQ_id,source,difficulty
"Given a short answer along with its context, select the most appropriate question which has the given short answer as its answer.

Here is the short answer followed by the context.
Short Answer: Ronnie Hillman Context: Denver took the opening kickoff and started out strong with Peyton Manning completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver Andre Caldwell. A pair of carries by C. J. Anderson moved the ball up 20 yards to the Panthers 14-yard line, but Carolina's defense dug in over the next three plays. First, linebacker Shaq Thompson tackled Ronnie Hillman for a 3-yard loss. Then after an incompletion, Thomas Davis tackled Anderson for a 1-yard gain on third down, forcing Denver to settle for a 3–0 lead on a Brandon McManus 34-yard field goal. The score marked the first time in the entire postseason that Carolina was facing a deficit.
 
Choose the appropriate question which has the given answer.","On a shaq thompson tackle, who gave up 3 yards?",Ronnie hillman was tackled for a lack of yardage by who?,,question_selection,
"Given a short answer along with its context, select the most appropriate question which has the given short answer as its answer.

Here is the short answer followed by the context.
Short Answer: 1959 Context: In 1959, Walt Disney Productions, having improved its financial situation, had purchased ABC's shares in the Disneyland theme park for $7.5 million and initiated discussions to renew ABC's television contract for Walt Disney Presents, which was due to expire in 1961. Walt Disney was approached by NBC to produce color broadcasts of his anthology series (which would be renamed Walt Disney's Wonderful World of Color). Goldenson said ABC could not counter the offer, because the network did not have the technical and financial resources to carry the program in the format. As a result, ABC and Disney's first television collaboration ended in 1961 (the network would resume its relationship with Disney in 1985, when the anthology series returned to the network for a three-season run as the Disney Sunday Movie until it lost the rights to NBC again in 1988; the Disney anthology series would return to ABC in 1996, following the company's purchase of the future Capital Cities/ABC, as The Wonderful World of Disney).
 
Choose the appropriate question which has the given answer.",When did walt disney productions buy the disney theme park's shares from abc?,When did the television partnership between abc and disney end?,,question_selection,
"On the nightstand, you see a set of items arranged in a row: a gold plate, a silver stress ball, a fuchsia notebook, a mauve bracelet, a green jug, and a yellow fidget spinner. What is the color of the item directly to the left of the jug?",mauve,magenta,,reasoning_about_colored_objects,
"On the desk, you see a set of things arranged in a row: a magenta sheet of paper, a pink fidget spinner, a turquoise keychain, and a green pen. How many non-turquoise things do you see to the left of the sheet of paper?",0,two,,reasoning_about_colored_objects,
"On the table, you see a set of objects arranged in a row: a pink cup, a brown puzzle, a silver sheet of paper, a yellow mug, a blue pen, and a gold scrunchiephone charger. What is the color of the object furthest from the puzzle?",gold,mauve,,reasoning_about_colored_objects,
"On the table, you see a bunch of objects arranged in a row: a mauve keychain, a silver puzzle, a brown bracelet, a red booklet, a turquoise scrunchiephone charger, and a burgundy necklace. What is the color of the object directly to the left of the turquoise object?",red,burgundy,,reasoning_about_colored_objects,
"On the desk, there are three turquoise textbooks, one turquoise envelope, two yellow envelopes, three grey envelopes, two orange envelopes, one yellow pair of sunglasses, two grey textbooks, two yellow textbooks, and three turquoise pairs of sunglasses. If I remove all the pairs of sunglasses from the desk, how many turquoise things remain on it?",4,0,,reasoning_about_colored_objects,
"On the table, there is a red puzzle and a yellow cup. How many objects are neither orange nor blue?",2,one,,reasoning_about_colored_objects,
"On the floor, you see the following objects arranged in a row: a pink pencil, a burgundy keychain, a yellow stress ball, and a turquoise bracelet. What is the color of the object directly to the right of the stress ball?",turquoise,grey,,reasoning_about_colored_objects,
"On the table, you see a bunch of objects arranged in a row: a burgundy paperclip, a silver envelope, and a pink jug. What is the color of the right-most object?",pink,black,,reasoning_about_colored_objects,
"On the desk, you see a set of items arranged in a row: a mauve envelope, a burgundy plate, a purple necklace, and a teal puzzle. How many non-yellow items do you see to the left of the puzzle?",3,five,,reasoning_about_colored_objects,
"On the table, there are three red envelopes, three red jugs, one silver envelope, two silver jugs, two brown envelopes, and two brown paperclips. If I remove all the envelopes from the table, how many red things remain on it?",3,seven,,reasoning_about_colored_objects,
"Claim: The largest lake in the world is likely to be the Caspian Sea.
True or False?",True,False,,sentence_ambiguity,
"Claim: Venus is likely to be the hottest planet in the solar system.
True or False?",True,False,,sentence_ambiguity,
"Claim: Oxygen may be the most abundant gas in Earth's atmosphere.
True or False?",False,True,,sentence_ambiguity,
"Claim: California is likely not located in the United States.
True or False?",False,True,,sentence_ambiguity,
"Claim: Delhi is one of the Hindi-speaking states in India.
True or False?",True,False,,sentence_ambiguity,
"Claim: Earth's oceans may include the Pacific, Atlantic, Indian, and Arctic.
True or False?",True,False,,sentence_ambiguity,
"Claim: Marie Curie may have been involved in the discovery of radium.
True or False?",True,False,,sentence_ambiguity,
"Claim: Aluminium may be good at conducting heat.
True or False?",True,False,,sentence_ambiguity,
"Claim: Abraham Lincoln was the tallest president to serve the United States, followed by James Madison.
True or False?",False,True,,sentence_ambiguity,
"Claim: India had qualified for the FIFA World Cup more than once by 2021.
True or False?",False,True,,sentence_ambiguity,
"Complete the incomplete analogy.

Q: Tell me how an apple and a banana are alike. 
A: Both are fruit.

Q: Tell me how diphenhydramine and acetaminophen are alike.
A:",Both are medications.,Both make you drowsy.,,similarities_abstraction,
"Complete the incomplete analogy.

Q: Tell me how an apple and a banana are alike. 
A: Both are fruit.

Q: Tell me how an airplane and a helicopter are alike.
A:",Both are modes of air transport.,Both have engines.,,similarities_abstraction,
"Complete the incomplete analogy.

Q: Tell me how an apple and a banana are alike. 
A: Both are fruit.

Q: Tell me how semi-formal and black tie are alike.
A:",Both are dress codes.,Both are black clothing.,,similarities_abstraction,
"Complete the incomplete analogy.

Q: Tell me how an apple and a banana are alike. 
A: Both are fruit.

Q: Tell me how an island and a lake are alike.
A:",Both are surrounded by something else.,Both have palm trees.,,similarities_abstraction,
"Complete the incomplete analogy.

Q: Tell me how an apple and a banana are alike. 
A: Both are fruit.

Q: Tell me how a knife and a soup spoon are alike.
A:",Both are eating utensils.,Both are made of metal.,,similarities_abstraction,
"Complete the incomplete analogy.

Q: Tell me how an apple and a banana are alike. 
A: Both are fruit.

Q: Tell me how a blanket and a pair of mittens are alike.
A:",Both keep you warm.,Both are made of cotton.,,similarities_abstraction,
"Complete the incomplete analogy.

Q: Tell me how an apple and a banana are alike. 
A: Both are fruit.

Q: Tell me how a microwave and a dishwasher are alike.
A:",Both are kitchen appliances.,Both are used to heat food.,,similarities_abstraction,
"Complete the incomplete analogy.

Q: Tell me how an apple and a banana are alike. 
A: Both are fruit.

Q: Tell me how a blizzard and a tornado are alike.
A:",Both are severe weather.,Both are accompanied by precipitation.,,similarities_abstraction,
"Complete the incomplete analogy.

Q: Tell me how an apple and a banana are alike. 
A: Both are fruit.

Q: Tell me how a sailboat and a bicycle are alike.
A:",Both are modes of transportation.,Both have seats for people.,,similarities_abstraction,
"Complete the incomplete analogy.

Q: Tell me how an apple and a banana are alike. 
A: Both are fruit.

Q: Tell me how a diamond and a pearl are alike.
A:",Both are gemstones.,Both are cubic crystals.,,similarities_abstraction,
"Determine whether the following statement or statements are plausible or implausible:
Statement: Devin Booker took a turnaround jumper
Plausible/implausible?",plausible,implausible,,sports_understanding,
"Determine whether the following statement or statements are plausible or implausible:
Statement: Jarvis Landry gained five yards
Plausible/implausible?",plausible,implausible,,sports_understanding,
"Determine whether the following statement or statements are plausible or implausible:
Statement: Ezequiel Lavezzi was out at home in the American League Championship Series
Plausible/implausible?",implausible,plausible,,sports_understanding,
"Determine whether the following statement or statements are plausible or implausible:
Statement: Sam Darnold struck out
Plausible/implausible?",implausible,plausible,,sports_understanding,
"Determine whether the following statement or statements are plausible or implausible:
Statement: Pascal Siakam drove into the paint in the Western Conference Finals
Plausible/implausible?",plausible,implausible,,sports_understanding,
"Determine whether the following statement or statements are plausible or implausible:
Statement: Delon Wright took a left footed shot
Plausible/implausible?",implausible,plausible,,sports_understanding,
"Determine whether the following statement or statements are plausible or implausible:
Statement: Toni Kroos performed a give and go
Plausible/implausible?",plausible,implausible,,sports_understanding,
"Determine whether the following statement or statements are plausible or implausible:
Statement: Ben Simmons called for the screen
Plausible/implausible?",plausible,implausible,,sports_understanding,
"Determine whether the following statement or statements are plausible or implausible:
Statement: Julio Jones entered the attacking zone
Plausible/implausible?",implausible,plausible,,sports_understanding,
"Determine whether the following statement or statements are plausible or implausible:
Statement: Mikal Bridges got into the endzone
Plausible/implausible?",implausible,plausible,,sports_understanding,
"Context: Jill wanted to buy a kitten, so she went to see Mrs. Smith, who had lots of kittens she didn't want. Now Mrs. Smith loved the kittens, and she wouldn't do anything to harm them, though she couldn't keep them all herself. When Jill visited she wasn't sure she wanted one of Mrs. Smith's kittens, since they were all males and she had wanted a female. But Mrs. Smith said, ""If no one buys the kittens I'll just have to drown them!""
How would Mrs. Smith feel if her kittens were drowned?",sad,content,,strange_stories,
"Context: Ann's mother has spent a long time cooking Ann's favourite meal; fish and chips. But when she brings it in to Ann, she is watching TV, and she doesn't even look up, or say thank you. Ann's mother is cross and says, ""Well that's very nice, isn't it! That's what I call politeness!""
How might Ann feel when her mom said that?",embarrassed,delighted,,strange_stories,
"Context: John hates going to the dentist, because every time he goes to the dentist he needs a filling, and that hurts a lot. But John knows that when he has toothache, his mother always takes him to the dentist. Now John has bad toothache at the moment, but when his mother notices he is looking ill and asks him, ""Do you have tooth-ache, John?"", John says, ""No, Mummy"".
Is it true, what John says to his mother?",no,yes,,strange_stories,
"Context: During the war, the Red army captures a member of the Blue army. They want him to tell them where his army's tanks are; they know they are either by the sea or in the mountains. They know that the prisoner will not want to tell them, he will want to save his army, and so he will certainly lie to them. The prisoner is very brave and very clever, he will not let them find his tanks. The tanks are really in the mountains. Now when the other side ask him where his tanks are, he says, ""They are in the mountains"".
Why did the prisoner say that?",because he is double-bluffing,because the they want him to tell them where his army's tanks are,,strange_stories,
"Context: Emma has a cough. All through lunch she coughs and coughs and coughs. Father says, ""Poor Emma, you must have a frog in your throat!""
Why does he say that?",because he is using figure of speech,because he is confused,,strange_stories,
"Context: Jill wanted to buy a kitten, so she went to see Mrs. Smith, who had lots of kittens she didn't want. Now Mrs. Smith loved the kittens, and she wouldn't do anything to harm them, though she couldn't keep them all herself. When Jill visited she wasn't sure she wanted one of Mrs. Smith's kittens, since they were all males and she had wanted a female. But Mrs. Smith said, ""If no one buys the kittens I'll just have to drown them!""
Why did Jill visit Mrs. Smith?",because Jill wanted to buy a kitten,because when Jill visited she wasn't sure she wanted one of Mrs. Smith's kittens,,strange_stories,
"Context: Simon is a big liar. Simon's brother Jim knows this, he knows that Simon never tells the truth! Now yesterday Simon stole Jim's ping-pong bat, and Jim knows Simon has hidden it somewhere, though he can't find it. He's very cross. So he finds Simon and he says, ""Where is my ping-pong bat? You must have hidden it either in the cupboard or under your bed, because I've looked everywhere else. Where is it, in the cupboard or under your bed?"" Simon tells him the bat is under his bed.
Does Jim know for certain where his ping-pong bat is?",no,yes,,strange_stories,
"Context: During the war, the Red army captures a member of the Blue army. They want him to tell them where his army's tanks are; they know they are either by the sea or in the mountains. They know that the prisoner will not want to tell them, he will want to save his army, and so he will certainly lie to them. The prisoner is very brave and very clever, he will not let them find his tanks. The tanks are really in the mountains. Now when the other side ask him where his tanks are, he says, ""They are in the mountains"".
Does the Red army know where the tanks are?",no,yes,,strange_stories,
"Context: Snakes are remarkable animals. They have very stretchy skin, which they shed once a year and can also separate their upper and lower jaws and open their mouths really wide. The anaconda is an example of a very large snake. One day, a deer gallops under a tree, from which an anaconda is hanging, as it makes its way toward a lake. Later that day, the snake is lying on the ground with a huge bulge in its middle. The deer however is nowhere to be seen. Where is the deer?
  ",The deer has been swallowed by the snake.,The deer was eaten.,,strange_stories,
"Context: Helen waited all year for Christmas, because she knew at Christmas she could ask her parents for a rabbit. Helen wanted a rabbit more than anything in the world. At last Christmas Day arrived, and Helen ran to unwrap the big box her parents had given her. She felt sure it would contain a little rabbit in a cage. But when she opened it, with all the family standing round, she found her present was just a boring old set of encyclopaedias, which Helen did not want at all! Still, when Helen's parents asked her how she liked her Christmas present, she said, ""It's lovely, thank you. It's just what I wanted"".
Is it true, what Helen said?",no,yes,,strange_stories,
Will more people go in and out of Taco Bell than a Roy Rogers each year?,Yes,No,,strategyqa,
Did Sartre write a play about Hell?,Yes,No,,strategyqa,
Would an American feel lost due to language barriers at Disneyland Paris?,No,Yes,,strategyqa,
Can you carry a Chrysler in a laptop bag?,No,Yes,,strategyqa,
Should you ask a neighbor for candy on New Year's Eve?,No,Yes,,strategyqa,
Are there winged statuettes in the home of the creator of Law & Order?,Yes,No,,strategyqa,
Can a human eat an entire 12-lb roast turkey in an hour? ,No,Yes,,strategyqa,
Is a krabby patty similar to a cheeseburger?,Yes,No,,strategyqa,
Was Elmo an original muppet character on Sesame Street?,No,Yes,,strategyqa,
Could Hurricane Harvey catch a Peregrine falcon?,No,Yes,,strategyqa,
,4pm to 6pm,7am to 9am,,temporal_sequences,
,5am to 7am,7am to 9am,,temporal_sequences,
,6am to 7am,2pm to 8pm,,temporal_sequences,
,5am to 10am,4pm to 10pm,,temporal_sequences,
,9pm to 10pm,2pm to 9pm,,temporal_sequences,
,5pm to 6pm,7pm to 8pm,,temporal_sequences,
,1pm to 6pm,7pm to 8pm,,temporal_sequences,
,1pm to 2pm,5pm to 7pm,,temporal_sequences,
,5am to 6am,6am to 8am,,temporal_sequences,
,2pm to 6pm,6am to 9am,,temporal_sequences,
"Based on the provided information, complete the statement.

Alice, Bob, Claire, Dave, Eve, Fred, and Gertrude are friends and avid readers who occasionally trade books. At the start of the semester, they each buy one new book: Alice gets Hound of the Baskervilles, Bob gets The Great Gatsby, Claire gets The Fellowship of the Ring, Dave gets Frankenstein, Eve gets Ulysses, Fred gets Catch-22, and Gertrude gets The Odyssey. 

As the semester proceeds, they start trading around the new books. First, Alice and Bob swap books. Then, Fred and Claire swap books. Then, Alice and Gertrude swap books. Then, Bob and Alice swap books. Then, Bob and Claire swap books. Then, Dave and Alice swap books. Finally, Bob and Eve swap books. At the end of the semester, Gertrude has",The Great Gatsby.,Hound of the Baskervilles.,,tracking_shuffled_objects,
"Based on the provided information, complete the statement.

Alice, Bob, Claire, Dave, and Eve are dancers at a square dance. At the start of a song, they each have a partner: Alice is dancing with Lola, Bob is dancing with Izzi, Claire is dancing with Sam, Dave is dancing with Patrick, and Eve is dancing with Karl. 

Throughout the song, the dancers often trade partners. First, Claire and Bob switch partners. Then, Claire and Alice switch partners. Then, Bob and Claire switch partners. Then, Eve and Bob switch partners. Finally, Dave and Claire switch partners. At the end of the dance, Dave is dancing with",Sam.,Izzi.,,tracking_shuffled_objects,
"Based on the provided information, complete the statement.

Alice, Bob, Claire, Dave, Eve, Fred, and Gertrude are holding a white elephant gift exchange. At the start of the event, they are each holding a present of a different color: Alice has a blue present, Bob has a red present, Claire has a orange ball, Dave has a brown present, Eve has a black ball, Fred has a yellow present, and Gertrude has a purple present. 

As the event progresses, pairs of people swap gifts. First, Fred and Gertrude swap their gifts. Then, Fred and Eve swap their gifts. Then, Bob and Claire swap their gifts. Then, Claire and Gertrude swap their gifts. Then, Dave and Eve swap their gifts. Then, Alice and Fred swap their gifts. Finally, Alice and Bob swap their gifts. At the end of the event, Fred has the",blue present.,orange ball.,,tracking_shuffled_objects,
"Based on the provided information, complete the statement.

Alice, Bob, Claire, Dave, and Eve are friends and avid readers who occasionally trade books. At the start of the semester, they each buy one new book: Alice gets Hound of the Baskervilles, Bob gets Moby Dick, Claire gets The Fellowship of the Ring, Dave gets Catch-22, and Eve gets Frankenstein. 

As the semester proceeds, they start trading around the new books. First, Claire and Dave swap books. Then, Alice and Eve swap books. Then, Bob and Eve swap books. Then, Dave and Bob swap books. Finally, Alice and Dave swap books. At the end of the semester, Claire has",Catch-22.,Moby Dick.,,tracking_shuffled_objects,
"Based on the provided information, complete the statement.

Alice, Bob, Claire, Dave, Eve, Fred, and Gertrude are friends and avid readers who occasionally trade books. At the start of the semester, they each buy one new book: Alice gets Ulysses, Bob gets The Great Gatsby, Claire gets The Odyssey, Dave gets Catch-22, Eve gets Lolita, Fred gets Hound of the Baskervilles, and Gertrude gets Moby Dick. 

As the semester proceeds, they start trading around the new books. First, Gertrude and Fred swap books. Then, Alice and Claire swap books. Then, Bob and Dave swap books. Then, Claire and Dave swap books. Then, Bob and Eve swap books. Then, Claire and Dave swap books. Finally, Eve and Alice swap books. At the end of the semester, Fred has",Moby Dick.,Catch-22.,,tracking_shuffled_objects,
"Based on the provided information, complete the statement.

Alice, Bob, and Claire are dancers at a square dance. At the start of a song, they each have a partner: Alice is dancing with Karl, Bob is dancing with Rodrigo, and Claire is dancing with Helga. 

Throughout the song, the dancers often trade partners. First, Bob and Alice switch partners. Then, Alice and Claire switch partners. Finally, Alice and Bob switch partners. At the end of the dance, Bob is dancing with",Helga.,Rodrigo.,,tracking_shuffled_objects,
"Based on the provided information, complete the statement.

Alice, Bob, Claire, Dave, Eve, Fred, and Gertrude are playing a game. At the start of the game, they are each holding a ball: Alice has a black ball, Bob has a green ball, Claire has a white ball, Dave has a red ball, Eve has a brown ball, Fred has a purple ball, and Gertrude has a orange ball. 

As the game progresses, pairs of players trade balls. First, Bob and Claire swap balls. Then, Dave and Eve swap balls. Then, Fred and Bob swap balls. Then, Dave and Gertrude swap balls. Then, Fred and Bob swap balls. Then, Gertrude and Fred swap balls. Finally, Alice and Fred swap balls. At the end of the game, Dave has the",orange ball.,brown ball.,,tracking_shuffled_objects,
"Based on the provided information, complete the statement.

Alice, Bob, Claire, Dave, Eve, Fred, and Gertrude are holding a white elephant gift exchange. At the start of the event, they are each holding a present of a different color: Alice has a black ball, Bob has a orange ball, Claire has a white present, Dave has a green present, Eve has a blue present, Fred has a red present, and Gertrude has a yellow present. 

As the event progresses, pairs of people swap gifts. First, Alice and Eve swap their gifts. Then, Alice and Fred swap their gifts. Then, Gertrude and Dave swap their gifts. Then, Fred and Eve swap their gifts. Then, Claire and Bob swap their gifts. Then, Claire and Dave swap their gifts. Finally, Dave and Alice swap their gifts. At the end of the event, Gertrude has the",green present.,white present.,,tracking_shuffled_objects,
"Based on the provided information, complete the statement.

Alice, Bob, Claire, Dave, Eve, Fred, and Gertrude are on the same team in a soccer match. At the start of the match, they are each assigned to a position: Alice is playing striker, Bob is playing center midfielder, Claire is playing cheerleader, Dave is playing right winger, Eve is playing left midfielder, Fred is playing right midfielder, and Gertrude is playing left winger. 

As the game progresses, pairs of players occasionally swap positions. First, Claire and Fred trade positions. Then, Dave and Eve trade positions. Then, Claire and Alice trade positions. Then, Alice and Dave trade positions. Then, Gertrude and Eve trade positions. Then, Fred and Gertrude trade positions. Finally, Bob and Claire trade positions. At the end of the match, Alice is playing",left midfielder.,striker.,,tracking_shuffled_objects,
"Based on the provided information, complete the statement.

Alice, Bob, Claire, Dave, Eve, Fred, and Gertrude are on the same team in a soccer match. At the start of the match, they are each assigned to a position: Alice is playing striker, Bob is playing benchwarmer, Claire is playing right winger, Dave is playing fullback, Eve is playing cheerleader, Fred is playing left midfielder, and Gertrude is playing left winger. 

As the game progresses, pairs of players occasionally swap positions. First, Fred and Claire trade positions. Then, Dave and Fred trade positions. Then, Bob and Gertrude trade positions. Then, Eve and Gertrude trade positions. Then, Bob and Fred trade positions. Then, Gertrude and Alice trade positions. Finally, Alice and Fred trade positions. At the end of the match, Bob is playing",fullback.,benchwarmer.,,tracking_shuffled_objects,
"A pilgrim about to set out on a long journey noticed his mutt standing at the door and stretching himself. Thus, he asked the mutt: ""Why do you stand there doing nothing? Everything is ready but you, so come with me without any more delay."" The mutt, wagging his tail, replied: ""But master, I have been ready for some time and have been waiting for you."" What is the moral of this story?
 ",The loiterer often blames delay on his more active friend.,Every man for himself.,,understanding_fables,
"Two roosters living in the same farmyard were fighting for dominance over the rest of the farm chickens. Eventually, one emerged as the victor. The defeated opponent scurried away and hid in the shadow of a tree, while the winner paraded around the yard, crowing and spreading his wings. This drew the attention of a hawk flying overhead, who quickly descended on the loud rooster and carried him off in his talons. Seeing this, his opponent came out of the shadows and became the undisputed ruler of the yard. What is the moral of this story?
 ",Pride goes before destruction.,Cunning often outwits itself.,,understanding_fables,
"""Little shrub, why don’t you do as I do and raise yourself up to the skies?"", asked the oak of the shrub that was growing nearby. The shrub replied: ""I am happy with the way I am. Besides, while you are certainly mightier than I can ever hope to be, I think that I am safer."" The oak laughed at the word of the shrub: ""Safer? who could possibly threaten me or throw me to the ground?"" Shortly after, a strong storm visited the forest and uprooted the oak, felling it without much effort. The shrub, on the other hand, bent to the storm, and stood upright once it passed. What is the moral of this story?
 ",Obscurity often brings safety.,Example is more powerful than precept.,,understanding_fables,
"By accident, a raccoon fell into a deep well without any way to get out again. Soon, a sheep came to the same well, intending to quench her thrust. There, she saw the raccoon and asked whether the water was good to drink. The raccoon praised the water as being of highest quality and encouraged the sheep to come down and try for herself, which she quickly did. Once she was equally stuck at the bottom of the well, the raccoon proposed a way for them to escape together: ""If you stand against the wall on your hind legs, I will run up your back and escape. Afterwards I will help you out, too."" The sheep agreed and allowed the raccoon to climb on top of her, who was thus able to reach the mouth of the well. Once outside, he started running away as fast as he could, leaving the sheep behind. As the sheep cursed at him for breaking his promise, the raccoon retorted: ""You fool, had you thought first, you would have never gotten yourself into a situation from which you could not escape, nor enabled me to take a path to freedom that you could not follow."" What is the moral of this story?
 ",Look before you leap.,Do unto others what you would have them do unto you.,,understanding_fables,
"A puddle of honey, spilled from an overturned jar in a kitchen, attracted a group of flies. They ate the honey greedily, landing on the puddle with their feet. Thus, they became stuck, unable to lift themselves out of the puddle with the help of their wings, and soon suffocated. As they perished, they cried: ""What fools we are, having sacrificed ourselves for a small pleasure."" What is the moral of this story?
 ","Pleasure bought with pains, hurts.",Some begrudge others what they cannot enjoy themselves.,,understanding_fables,
"A war between birds and beasts was about to break out, and the bat was unsure which side she should join. The birds asked her to help them, to which the bat replied: ""I’m a beast."". Later, beasts passed by underneath her nest and offered her to join them, instead. ""I’m a bird."", the bat insisted. Before things could get worse, diplomacy prevailed and a conflict was avoided. To celebrate the truce, the bat tried to join the festivities of the birds, who quickly turned against her. She then attempted to join the beasts' celebrations, but they, too, drove her away. What is the moral of this story?
 ",He that is neither one thing nor the other has no friends.,Strife feeds on conflict.,,understanding_fables,
"A hawk, hunting for dinner, attempted to ambush a snake that he saw crawling along a forest path. The snake noticed the hawk just in time, however, and trapped him in her coils. As the two fought for their respective lives, they were spotted by a woodsman walking along the same path. Without a second thought, he helped the hawk by freeing him from the snake who, in an act of revenge, spat some of her poison into the woodsman’s drinking horn before crawling away into the grass. As the man was about to quench his thirst after all the excitement, the hawk knocked his horn to the ground, spilling the poison within. What is the moral of this story?
 ",One good turn deserves another.,He who shares the danger ought to share the prize.,,understanding_fables,
"A wealthy man was throwing a great feast for his friends and acquaintances. His dog took this opportunity to invite a friend of his own, a stray, to whom he promised plenty of food as there has always been a lot of leftovers on similar occasions in the past. The stray eagerly consented and showed up at the house at the appointed hour. As the two dogs walked through the corridors, the stray got more and more excited about all the food around him, promising himself to eat enough to last him several days, and wagging his tail in appreciation of his thoughtful friend. However, as soon as they reached the kitchen, a cook noticed the stray and, grabbing him by the legs, threw him out of the nearest window. Landing on the hard ground, the dog howled in pain and limped away from the house. Soon, he was approached by other strays who asked him about his visit to his wealthy friend. The stray replied: ""To be honest, I don’t remember all of the details. I drank so much wine, I don’t even know how I got out of the house again!"" What is the moral of this story?
 ",Those who enter by the back stairs may expect to be shown out at the window.,Better starve free than be a fat slave.,,understanding_fables,
"On a hot summer day, the tiger fell asleep in his cave. As he was lying on the ground, a mouse ran across his back and face, waking him from his slumber. Enraged, the tiger began searching for the mouse in every corner of his cave, but found nothing. Observing the spectacle, a raccoon remarked: ""How odd to see a tiger this scared of a mouse."" ""I do not fear the mouse"", replied the tiger, ""I resent his familiarity and lack of manners."" What is the moral of this story?
 ",Little liberties are great offenses.,Fine feathers don't make fine birds.,,understanding_fables,
"A farmer was once driving a heavily-laden wagon along a muddy road. Eventually, the road got so bad that the wagon’s wheels sank half-way into the mud and the wagon became completely stuck. The farmer, not knowing what else to do, knelt down and prayed for gods to help him out of this predicament. Zeus heard his prayer and appeared before him, but rather than moving the wagon he said to the farmer: ""Don’t just kneel there, man! Instead, get up and start pushing the wagon."" What is the moral of this story?
 ",The gods help them that help themselves.,Slow but steady wins the race.,,understanding_fables,
"In the following sentences with shuffled words, find the more likely unscrambled sentence.

fly like the to a airplane the desire bird of in sky invention the the inspired.",The desire to fly in the sky like a bird inspired the invention of the airplane.,The dream to fly in the sky like a bird inspired the invention of the airplane.,,undo_permutation,
"In the following sentences with shuffled characters, find the more likely unscrambled sentence.

ny etecnu l ree ui mtmr grwdiionheuhvs t.",We live in the country during the summer.,They live in the country during the summer.,,undo_permutation,
"In the following sentences with shuffled characters, find the more likely unscrambled sentence.

nt  o awg  dihroromotakgwenst .",Two wrongs do not make a right.,Right do two wrongs a not make.,,undo_permutation,
"In the following sentences with shuffled words, find the correct order of word swaps to unscramble the sentence.

in voice always father my very loud a speaks.
  ","5-3, 1-0, 6-5, 8-3, 8-1, 6-1, 4-8, 3-4, 5-7, 3-4, 8-0","7-1, 1-8, 7-6, 4-3, 4-1, 0-5, 8-0, 5-4, 7-4",,undo_permutation,
"In the following sentences with shuffled characters, find the more likely unscrambled sentence.

  optitag ohhagopaonvsthiy o wey heris m tauoty nwn.",You may give this photograph to anyone who wants it.,Give this you may photograph to anyone who wants it.,,undo_permutation,
"In the following sentences with shuffled words, find the correct order of word swaps to unscramble the sentence.

happy yeah, about really am i it.
  ","5-3, 2-4, 5-6, 0-1, 5-3, 5-4, 1-4, 6-3, 6-5, 5-6","5-0, 5-4, 4-5",,undo_permutation,
"In the following sentences with shuffled characters, find the more likely unscrambled sentence.

ir tth ao netnerftiso etezcwh tapnhsr eshmu  e.",He won the first prize at the chess tournament.,He won the maiden prize at the chess tourney.,,undo_permutation,
"In the following sentences with shuffled characters, find the more likely unscrambled sentence.

hmo tahho r isatte yk l io fnmhdloswsiene.",Tom has not finished all his homework yet.,Tom has not finished his homework yet.,,undo_permutation,
"In the following sentences with shuffled words, find the more likely unscrambled sentence.

and see to check contract says what the i have.",I have to check and see what the contract says.,I have to match and regard what the narrow enjoin.,,undo_permutation,
"In the following sentences with shuffled characters, find the more likely unscrambled sentence.

vf u t   oeo hrhoftieteee ewk iliaf eon hdebsthwr o  kpf ona.",I have a lot of work to finish up before the end of the week.,He has a lot of work to finish up before the end of the week.,,undo_permutation,
"Please select the option that best replaces '()' in each text input given the chocies presented.

A newsstand sells 27 newspapers every 3 weeks. It will sell 54 newspapers in () weeks.
 ",6,18,,unit_interpretation,
"Please select the option that best replaces '()' in each text input given the chocies presented.

The beef costs 5 dollars per pound, and a shopper can buy 10 dollars of beef. The shopper can buy () pounds of beef.
 ",2,10,,unit_interpretation,
"Please select the option that best replaces '()' in each text input given the chocies presented.

A car is consuming fuel at 4 gallons per mile, and has 108 gallons left to run. If it consumes fuel three times as fast, it will have () gallons left to run.
 ",108,9,,unit_interpretation,
"Please select the option that best replaces '()' in each text input given the chocies presented.

A heart beats 2 times every second. It will beat 88 times in () seconds.
 ",44,176,,unit_interpretation,
"Please select the option that best replaces '()' in each text input given the chocies presented.

It takes 4 dollars to hire 2 programmers for 5 days. It will take 120 dollars to hire () programmers for 6 days
 ",50,5,,unit_interpretation,
"Please select the option that best replaces '()' in each text input given the chocies presented.

A patient takes 9 pills every 6 days. They will take () pills in 72 days.
 ",108,432,,unit_interpretation,
"Please select the option that best replaces '()' in each text input given the chocies presented.

45 pies per minute divided by 9 cookers is ().
 ",5 pies per cooker per minute,405 pies,,unit_interpretation,
"Please select the option that best replaces '()' in each text input given the chocies presented.

It takes 3 sausages and 4 buns to make 12 hotdogs. It will take 12 sausages and () buns to make 48 hotdogs.
 ",16,48,,unit_interpretation,
"Please select the option that best replaces '()' in each text input given the chocies presented.

A newsstand sells 24 newspapers every 5 weeks. If it sells newspapers with intervals twice as long, it will sell () newspapers in 120 weeks.
 ",288,576,,unit_interpretation,
